轄屬,行政區,學校代碼,設立別,學制,縣市代碼,縣市別,學校名稱
縣市轄,成功鎮,144667,縣立,國小,10014,臺東縣,縣立忠孝國小
縣市轄,長濱鄉,144669,縣立,國小,10014,臺東縣,縣立長濱國小
縣市轄,長濱鄉,144671,縣立,國小,10014,臺東縣,縣立寧埔國小
縣市轄,長濱鄉,144672,縣立,國小,10014,臺東縣,縣立竹湖國小
縣市轄,長濱鄉,144673,縣立,國小,10014,臺東縣,縣立三間國小
縣市轄,長濱鄉,144674,縣立,國小,10014,臺東縣,縣立樟原國小
縣市轄,金峰鄉,144676,縣立,國小,10014,臺東縣,縣立嘉蘭國小
縣市轄,金峰鄉,144677,縣立,國小,10014,臺東縣,縣立介達國小
縣市轄,金峰鄉,144678,縣立,國小,10014,臺東縣,縣立新興國小
縣市轄,金峰鄉,144679,縣立,國小,10014,臺東縣,縣立賓茂國小
縣市轄,達仁鄉,144680,縣立,國小,10014,臺東縣,縣立安朔國小
縣市轄,達仁鄉,144681,縣立,國小,10014,臺東縣,縣立土坂vusam實小
縣市轄,達仁鄉,144683,縣立,國小,10014,臺東縣,縣立臺坂國小
縣市轄,蘭嶼鄉,144685,縣立,國小,10014,臺東縣,縣立蘭嶼國小
縣市轄,蘭嶼鄉,144686,縣立,國小,10014,臺東縣,縣立椰油國小
縣市轄,蘭嶼鄉,144687,縣立,國小,10014,臺東縣,縣立東清國小
縣市轄,蘭嶼鄉,144688,縣立,國小,10014,臺東縣,縣立朗島國小
縣市轄,延平鄉,144690,縣立,國小,10014,臺東縣,縣立武陵國小
縣市轄,延平鄉,144692,縣立,國小,10014,臺東縣,縣立鸞山國小
縣市轄,延平鄉,144693,縣立,國小,10014,臺東縣,縣立紅葉國小
縣市轄,延平鄉,144689,縣立,國小,10014,臺東縣,縣立桃源國小
縣市轄,海端鄉,144694,縣立,國小,10014,臺東縣,縣立海端國小
縣市轄,海端鄉,144695,縣立,國小,10014,臺東縣,縣立初來國小
縣市轄,海端鄉,144696,縣立,國小,10014,臺東縣,縣立崁頂國小
縣市轄,海端鄉,144697,縣立,國小,10014,臺東縣,縣立廣原國小
縣市轄,海端鄉,144698,縣立,國小,10014,臺東縣,縣立錦屏國小
縣市轄,海端鄉,144700,縣立,國小,10014,臺東縣,縣立加拿國小
縣市轄,海端鄉,144702,縣立,國小,10014,臺東縣,縣立霧鹿國小
縣市轄,臺東市,144502,縣立,國中,10014,臺東縣,縣立東海國中
縣市轄,臺東市,144503,縣立,國中,10014,臺東縣,縣立寶桑國中
縣市轄,臺東市,144504,縣立,國中,10014,臺東縣,縣立卑南國中
縣市轄,臺東市,144505,縣立,國中,10014,臺東縣,縣立豐田國中
縣市轄,臺東市,144506,縣立,國中,10014,臺東縣,縣立知本國中
縣市轄,鹿野鄉,144508,縣立,國中,10014,臺東縣,縣立鹿野國中
縣市轄,鹿野鄉,144509,縣立,國中,10014,臺東縣,縣立瑞源國中
縣市轄,關山鎮,144510,縣立,國中,10014,臺東縣,縣立關山國中
縣市轄,池上鄉,144511,縣立,國中,10014,臺東縣,縣立池上國中
縣市轄,太麻里鄉,144512,縣立,國中,10014,臺東縣,縣立大王國中
縣市轄,太麻里鄉,144513,縣立,國中,10014,臺東縣,縣立賓茂國中
縣市轄,大武鄉,144514,縣立,國中,10014,臺東縣,縣立大武國中
縣市轄,東河鄉,144515,縣立,國中,10014,臺東縣,縣立都蘭國中
縣市轄,東河鄉,144516,縣立,國中,10014,臺東縣,縣立泰源國中
縣市轄,成功鎮,144517,縣立,國中,10014,臺東縣,縣立新港國中
縣市轄,長濱鄉,144518,縣立,國中,10014,臺東縣,縣立長濱國中
縣市轄,延平鄉,144519,縣立,國中,10014,臺東縣,縣立桃源國中
縣市轄,海端鄉,144520,縣立,國中,10014,臺東縣,縣立海端國中
縣市轄,蘭嶼鄉,144322,縣立,高中職,10014,臺東縣,縣立蘭嶼高中(含國中部)
署轄,臺東市,140301,國立,高中職,10014,臺東縣,國立臺東大學附屬體育高級中學
署轄,臺東市,141406,私立,高中職,10014,臺東縣,臺東縣私立公東高級工業職業學校
署轄,臺東市,140401,國立,高中職,10014,臺東縣,國立臺東專科學校附設高職部(含進修學校)
署轄,臺東市,140405,國立,高中職,10014,臺東縣,國立臺東高級商業職業學校
署轄,關山鎮,140404,國立,高中職,10014,臺東縣,國立關山高級工商職業學校
署轄,成功鎮,140408,國立,高中職,10014,臺東縣,國立成功商業水產職業學校
