"統計期","縣市別/國籍別","農、林、漁、牧","製造","營建","看護工","家庭幫傭"
"109年 5月底","臺北市/ 蒙古",－,－,－,－,－
"109年 5月底","臺北市/ 其他",－,－,－,－,1
"109年 6月底","臺北市/ 印尼",98,161,131,29099,258
"109年 6月底","臺北市/ 馬來西亞",－,－,－,－,－
"109年 6月底","臺北市/ 菲律賓",8,66,－,5815,210
"109年 6月底","臺北市/ 泰國",－,50,1130,50,5
"109年 6月底","臺北市/ 越南",6,659,244,1600,2
"109年 6月底","臺北市/ 蒙古",－,－,－,－,－
"109年 6月底","臺北市/ 其他",－,－,－,－,1
"109年 7月底","臺北市/ 印尼",90,164,128,28729,251
"109年 7月底","臺北市/ 馬來西亞",－,－,－,－,－
"109年 7月底","臺北市/ 菲律賓",8,65,－,5747,208
"109年 7月底","臺北市/ 泰國",－,50,1133,46,5
"109年 7月底","臺北市/ 越南",6,657,267,1600,2
"109年 7月底","臺北市/ 蒙古",－,－,－,－,－
"109年 7月底","臺北市/ 其他",－,－,－,－,1
"109年 8月底","臺北市/ 印尼",85,163,131,28454,248
"109年 8月底","臺北市/ 馬來西亞",－,－,－,－,－
"109年 8月底","臺北市/ 菲律賓",8,66,－,5697,207
"109年 8月底","臺北市/ 泰國",－,49,1165,48,5
"109年 8月底","臺北市/ 越南",7,656,264,1617,3
"109年 8月底","臺北市/ 蒙古",－,－,－,－,－
"109年 8月底","臺北市/ 其他",－,－,－,－,1
"109年 9月底","臺北市/ 印尼",81,162,130,28182,245
"109年 9月底","臺北市/ 馬來西亞",－,－,－,－,－
"109年 9月底","臺北市/ 菲律賓",8,65,－,5668,204
"109年 9月底","臺北市/ 泰國",－,49,1216,47,4
"109年 9月底","臺北市/ 越南",7,650,269,1663,3
"109年 9月底","臺北市/ 蒙古",－,－,－,－,－
"109年 9月底","臺北市/ 其他",－,－,－,－,1
"109年 10月底","臺北市/ 印尼",81,161,111,27924,243
"109年 10月底","臺北市/ 馬來西亞",－,－,－,－,－
"109年 10月底","臺北市/ 菲律賓",8,65,－,5627,199
"109年 10月底","臺北市/ 泰國",－,48,1201,47,4
"109年 10月底","臺北市/ 越南",7,644,261,1678,3
"109年 10月底","臺北市/ 蒙古",－,－,－,－,－
"109年 10月底","臺北市/ 其他",－,－,－,－,1
"109年 11月底","臺北市/ 印尼",95,162,111,27851,247
"109年 11月底","臺北市/ 馬來西亞",－,－,－,－,－
"109年 11月底","臺北市/ 菲律賓",10,64,－,5564,197
"109年 11月底","臺北市/ 泰國",－,48,1227,47,4
"109年 11月底","臺北市/ 越南",7,652,222,1684,4
"109年 11月底","臺北市/ 蒙古",－,－,－,－,－
"109年 11月底","臺北市/ 其他",－,－,－,－,1
"109年 12月底","臺北市/ 印尼",96,162,103,27926,247
"109年 12月底","臺北市/ 馬來西亞",－,－,－,－,－
"109年 12月底","臺北市/ 菲律賓",10,63,－,5510,190
"109年 12月底","臺北市/ 泰國",－,47,1342,47,4
"109年 12月底","臺北市/ 越南",7,657,249,1724,4
"109年 12月底","臺北市/ 蒙古",－,－,－,－,－
"109年 12月底","臺北市/ 其他",－,－,－,－,1
"110年 1月底","臺北市/ 印尼",94,161,37,27702,234
"110年 1月底","臺北市/ 馬來西亞",－,－,－,－,－
"110年 1月底","臺北市/ 菲律賓",10,62,－,5511,189
"110年 1月底","臺北市/ 泰國",－,47,1375,51,4
"110年 1月底","臺北市/ 越南",7,666,209,1743,3
"110年 1月底","臺北市/ 蒙古",－,－,－,－,－
"110年 1月底","臺北市/ 其他",－,－,－,－,1
"110年 2月底","臺北市/ 印尼",90,161,36,27560,229
"110年 2月底","臺北市/ 馬來西亞",－,－,－,－,－
"110年 2月底","臺北市/ 菲律賓",10,62,－,5492,191
"110年 2月底","臺北市/ 泰國",－,46,1411,52,5
"110年 2月底","臺北市/ 越南",6,660,209,1754,4
"110年 2月底","臺北市/ 蒙古",－,－,－,－,－
"110年 2月底","臺北市/ 其他",－,－,－,－,1
"110年 3月底","臺北市/ 印尼",86,154,35,27172,220
"110年 3月底","臺北市/ 馬來西亞",－,－,－,－,－
"110年 3月底","臺北市/ 菲律賓",10,62,－,5446,182
"110年 3月底","臺北市/ 泰國",－,46,1434,51,5
"110年 3月底","臺北市/ 越南",4,649,198,1736,4
"110年 3月底","臺北市/ 蒙古",－,－,－,－,－
"110年 3月底","臺北市/ 其他",－,－,－,－,1
"110年 4月底","臺北市/ 印尼",86,154,23,26885,221
"110年 4月底","臺北市/ 馬來西亞",－,－,－,－,－
"110年 4月底","臺北市/ 菲律賓",10,60,－,5418,184
"110年 4月底","臺北市/ 泰國",－,47,1285,52,5
"110年 4月底","臺北市/ 越南",4,665,163,1728,5
"110年 4月底","臺北市/ 蒙古",－,－,－,－,－
"110年 4月底","臺北市/ 其他",－,－,－,－,1
"110年 5月底","臺北市/ 印尼",81,150,23,26595,222
"110年 5月底","臺北市/ 馬來西亞",－,－,－,－,－
"110年 5月底","臺北市/ 菲律賓",11,59,－,5381,191
"110年 5月底","臺北市/ 泰國",－,46,1271,55,5
"110年 5月底","臺北市/ 越南",4,668,136,1710,7
"110年 5月底","臺北市/ 蒙古",－,－,－,－,－
"110年 5月底","臺北市/ 其他",－,－,－,－,1
"110年 6月底","臺北市/ 印尼",73,152,23,26434,223
"110年 6月底","臺北市/ 馬來西亞",－,－,－,－,－
"110年 6月底","臺北市/ 菲律賓",8,60,－,5378,187
"110年 6月底","臺北市/ 泰國",－,46,1225,54,5
"110年 6月底","臺北市/ 越南",6,659,143,1710,7
"110年 6月底","臺北市/ 蒙古",－,－,－,－,－
"110年 6月底","臺北市/ 其他",－,－,－,－,1
"110年 7月底","臺北市/ 印尼",71,152,16,26123,222
"110年 7月底","臺北市/ 馬來西亞",－,－,－,－,－
"110年 7月底","臺北市/ 菲律賓",8,58,－,5294,185
"110年 7月底","臺北市/ 泰國",－,44,692,52,4
"110年 7月底","臺北市/ 越南",6,649,97,1676,7
"110年 7月底","臺北市/ 蒙古",－,－,－,－,－
"110年 7月底","臺北市/ 其他",－,－,－,－,1
"110年 8月底","臺北市/ 印尼",68,150,16,25838,217
"110年 8月底","臺北市/ 馬來西亞",－,－,－,－,－
"110年 8月底","臺北市/ 菲律賓",7,58,－,5219,183
"110年 8月底","臺北市/ 泰國",－,44,687,48,4
"110年 8月底","臺北市/ 越南",8,641,100,1643,7
"110年 8月底","臺北市/ 蒙古",－,－,－,－,－
"110年 8月底","臺北市/ 其他",－,－,－,－,1
"110年 9月底","臺北市/ 印尼",69,146,16,25625,211
"110年 9月底","臺北市/ 馬來西亞",－,－,－,－,－
"110年 9月底","臺北市/ 菲律賓",7,58,－,5179,177
"110年 9月底","臺北市/ 泰國",－,43,680,48,4
"110年 9月底","臺北市/ 越南",7,628,102,1619,7
"110年 9月底","臺北市/ 蒙古",－,－,－,－,－
"110年 9月底","臺北市/ 其他",－,－,－,－,1
"110年 10月底","臺北市/ 印尼",75,142,16,25298,205
"110年 10月底","臺北市/ 馬來西亞",－,－,－,－,－
"110年 10月底","臺北市/ 菲律賓",7,56,－,5127,173
"110年 10月底","臺北市/ 泰國",－,42,668,47,4
"110年 10月底","臺北市/ 越南",7,611,92,1607,7
"110年 10月底","臺北市/ 蒙古",－,－,－,－,－
"110年 10月底","臺北市/ 其他",－,－,－,－,1
"110年 11月底","臺北市/ 印尼",75,135,16,25116,201
"110年 11月底","臺北市/ 馬來西亞",－,－,－,－,－
"110年 11月底","臺北市/ 菲律賓",8,56,－,5085,167
"110年 11月底","臺北市/ 泰國",－,42,649,46,4
"110年 11月底","臺北市/ 越南",5,595,93,1573,6
"110年 11月底","臺北市/ 蒙古",－,－,－,－,－
"110年 11月底","臺北市/ 其他",－,－,－,－,1
"110年 12月底","臺北市/ 印尼",72,133,17,24930,207
"110年 12月底","臺北市/ 馬來西亞",－,－,－,－,－
"110年 12月底","臺北市/ 菲律賓",8,54,－,5026,169
"110年 12月底","臺北市/ 泰國",－,42,587,49,4
"110年 12月底","臺北市/ 越南",5,595,109,1546,6
"110年 12月底","臺北市/ 蒙古",－,－,－,－,－
"110年 12月底","臺北市/ 其他",－,－,－,－,1
"111年 1月底","臺北市/ 印尼",70,136,17,24791,202
"111年 1月底","臺北市/ 馬來西亞",－,－,－,－,－
"111年 1月底","臺北市/ 菲律賓",8,55,－,4988,171
"111年 1月底","臺北市/ 泰國",－,41,489,48,4
"111年 1月底","臺北市/ 越南",2,585,117,1514,7
"111年 1月底","臺北市/ 蒙古",－,－,－,－,－
"111年 1月底","臺北市/ 其他",－,－,－,－,1
"111年 2月底","臺北市/ 印尼",65,136,17,24548,196
"111年 2月底","臺北市/ 馬來西亞",－,－,－,－,－
"111年 2月底","臺北市/ 菲律賓",8,55,－,4956,171
"111年 2月底","臺北市/ 泰國",－,41,481,47,4
"111年 2月底","臺北市/ 越南",2,587,122,1498,7
"111年 2月底","臺北市/ 蒙古",－,－,－,－,－
"111年 2月底","臺北市/ 其他",－,－,－,－,1
"111年 3月底","臺北市/ 印尼",63,131,17,24220,183
"111年 3月底","臺北市/ 馬來西亞",－,－,－,－,－
"111年 3月底","臺北市/ 菲律賓",8,53,－,4907,169
"111年 3月底","臺北市/ 泰國",－,42,554,46,4
"111年 3月底","臺北市/ 越南",2,559,132,1460,7
"111年 3月底","臺北市/ 蒙古",－,－,－,－,－
"111年 3月底","臺北市/ 其他",－,－,－,－,1
"111年 4月底","臺北市/ 印尼",62,130,16,23927,182
"111年 4月底","臺北市/ 馬來西亞",－,－,－,－,－
"111年 4月底","臺北市/ 菲律賓",8,52,－,4864,167
"111年 4月底","臺北市/ 泰國",－,43,613,46,5
"111年 4月底","臺北市/ 越南",2,565,144,1441,7
"111年 4月底","臺北市/ 蒙古",－,－,－,－,－
"111年 4月底","臺北市/ 其他",－,－,－,－,1
"111年 5月底","臺北市/ 印尼",58,131,16,23921,192
"111年 5月底","臺北市/ 馬來西亞",－,－,－,－,－
"111年 5月底","臺北市/ 菲律賓",7,54,－,4887,164
"111年 5月底","臺北市/ 泰國",－,42,619,48,5
"111年 5月底","臺北市/ 越南",2,569,172,1416,7
"111年 5月底","臺北市/ 蒙古",－,－,－,－,－
"111年 5月底","臺北市/ 其他",－,－,－,－,1
"111年 6月底","臺北市/ 印尼",57,137,22,23729,189
"111年 6月底","臺北市/ 馬來西亞",－,－,－,－,－
"111年 6月底","臺北市/ 菲律賓",7,53,－,4951,163
"111年 6月底","臺北市/ 泰國",－,47,631,50,4
"111年 6月底","臺北市/ 越南",2,567,184,1403,6
"111年 6月底","臺北市/ 蒙古",－,－,－,－,－
"111年 6月底","臺北市/ 其他",－,－,－,－,1
"111年 7月底","臺北市/ 印尼",65,142,54,23497,185
"111年 7月底","臺北市/ 馬來西亞",－,－,－,－,－
"111年 7月底","臺北市/ 菲律賓",6,57,－,4967,166
"111年 7月底","臺北市/ 泰國",－,52,627,53,5
"111年 7月底","臺北市/ 越南",2,602,213,1406,8
"111年 7月底","臺北市/ 蒙古",－,－,－,－,－
"111年 7月底","臺北市/ 其他",－,－,－,－,1
"111年 8月底","臺北市/ 印尼",79,141,69,23238,186
"111年 8月底","臺北市/ 馬來西亞",－,－,－,－,－
"111年 8月底","臺北市/ 菲律賓",6,62,－,5042,174
"111年 8月底","臺北市/ 泰國",－,56,686,53,5
"111年 8月底","臺北市/ 越南",3,639,230,1391,6
"111年 8月底","臺北市/ 蒙古",－,－,－,－,－
"111年 8月底","臺北市/ 其他",－,－,－,－,1
"111年 9月底","臺北市/ 印尼",82,145,71,23063,177
"111年 9月底","臺北市/ 馬來西亞",－,－,－,－,－
"111年 9月底","臺北市/ 菲律賓",6,65,－,5086,183
"111年 9月底","臺北市/ 泰國",－,59,708,53,4
"111年 9月底","臺北市/ 越南",6,660,335,1372,6
"111年 9月底","臺北市/ 蒙古",－,－,－,－,－
"111年 9月底","臺北市/ 其他",－,－,－,－,－
"111年 10月底","臺北市/ 印尼",85,144,91,22989,177
"111年 10月底","臺北市/ 馬來西亞",－,－,－,－,－
"111年 10月底","臺北市/ 菲律賓",5,68,－,5186,183
"111年 10月底","臺北市/ 泰國",－,63,731,53,4
"111年 10月底","臺北市/ 越南",5,682,329,1378,7
"111年 10月底","臺北市/ 蒙古",－,－,－,－,－
"111年 10月底","臺北市/ 其他",－,－,－,－,－
"111年 11月底","臺北市/ 印尼",83,152,113,23271,179
"111年 11月底","臺北市/ 馬來西亞",－,－,－,－,－
"111年 11月底","臺北市/ 菲律賓",5,66,－,5302,191
"111年 11月底","臺北市/ 泰國",－,63,746,50,4
"111年 11月底","臺北市/ 越南",3,688,318,1372,7
"111年 11月底","臺北市/ 蒙古",－,－,－,－,－
"111年 11月底","臺北市/ 其他",－,－,－,－,－
"111年 12月底","臺北市/ 印尼",81,147,117,23649,183
"111年 12月底","臺北市/ 馬來西亞",－,－,－,－,－
"111年 12月底","臺北市/ 菲律賓",5,64,－,5327,188
"111年 12月底","臺北市/ 泰國",－,63,717,48,4
"111年 12月底","臺北市/ 越南",9,690,346,1376,7
"111年 12月底","臺北市/ 蒙古",－,－,－,－,－
"111年 12月底","臺北市/ 其他",－,－,－,－,－
"112年 1月底","臺北市/ 印尼",79,148,117,23996,199
"112年 1月底","臺北市/ 馬來西亞",－,－,－,－,－
"112年 1月底","臺北市/ 菲律賓",4,67,－,5399,202
"112年 1月底","臺北市/ 泰國",－,60,707,49,3
"112年 1月底","臺北市/ 越南",6,678,337,1344,7
"112年 1月底","臺北市/ 蒙古",－,－,－,－,－
"112年 1月底","臺北市/ 其他",－,－,－,－,－
"112年 2月底","臺北市/ 印尼",82,147,116,24236,207
"112年 2月底","臺北市/ 馬來西亞",－,－,－,－,－
"112年 2月底","臺北市/ 菲律賓",3,67,－,5471,212
"112年 2月底","臺北市/ 泰國",－,61,748,47,4
"112年 2月底","臺北市/ 越南",6,681,329,1328,7
"112年 2月底","臺北市/ 蒙古",－,－,－,－,－
"112年 2月底","臺北市/ 其他",－,－,－,－,－
"112年 3月底","臺北市/ 印尼",106,161,112,24354,207
"112年 3月底","臺北市/ 馬來西亞",－,－,－,－,－
"112年 3月底","臺北市/ 菲律賓",8,66,－,5495,216
"112年 3月底","臺北市/ 泰國",－,61,734,46,4
"112年 3月底","臺北市/ 越南",5,667,317,1321,7
"112年 3月底","臺北市/ 蒙古",－,－,－,－,－
"112年 3月底","臺北市/ 其他",－,－,－,－,－
"112年 4月底","臺北市/ 印尼",104,160,112,24212,208
"112年 4月底","臺北市/ 馬來西亞",－,－,－,－,－
"112年 4月底","臺北市/ 菲律賓",8,67,－,5454,216
"112年 4月底","臺北市/ 泰國",2,62,729,43,3
"112年 4月底","臺北市/ 越南",11,686,336,1317,7
"112年 4月底","臺北市/ 蒙古",－,－,－,－,－
"112年 4月底","臺北市/ 其他",－,－,－,－,－
"112年 5月底","臺北市/ 印尼",110,158,124,24412,216
"112年 5月底","臺北市/ 馬來西亞",－,－,－,－,－
"112年 5月底","臺北市/ 菲律賓",8,65,－,5410,219
"112年 5月底","臺北市/ 泰國",2,63,729,39,3
"112年 5月底","臺北市/ 越南",11,689,351,1312,7
"112年 5月底","臺北市/ 蒙古",－,－,－,－,－
"112年 5月底","臺北市/ 其他",－,－,－,－,－
"112年 6月底","臺北市/ 印尼",108,160,128,24398,217
"112年 6月底","臺北市/ 馬來西亞",－,－,－,－,－
"112年 6月底","臺北市/ 菲律賓",8,68,－,5370,217
"112年 6月底","臺北市/ 泰國",2,63,727,36,3
"112年 6月底","臺北市/ 越南",12,697,394,1322,7
"112年 6月底","臺北市/ 蒙古",－,－,－,－,－
"112年 6月底","臺北市/ 其他",－,－,－,－,－
"112年 7月底","臺北市/ 印尼",111,163,171,24534,224
"112年 7月底","臺北市/ 馬來西亞",－,－,－,－,－
"112年 7月底","臺北市/ 菲律賓",7,68,－,5374,220
"112年 7月底","臺北市/ 泰國",2,64,762,36,3
"112年 7月底","臺北市/ 越南",12,706,383,1328,6
"112年 7月底","臺北市/ 蒙古",－,－,－,－,－
"112年 7月底","臺北市/ 其他",－,－,－,－,－
"112年 8月底","臺北市/ 印尼",113,170,184,24702,227
"112年 8月底","臺北市/ 馬來西亞",－,－,－,－,－
"112年 8月底","臺北市/ 菲律賓",7,66,－,5340,231
"112年 8月底","臺北市/ 泰國",2,66,762,35,3
"112年 8月底","臺北市/ 越南",11,720,391,1339,5
"112年 8月底","臺北市/ 蒙古",－,－,－,－,－
"112年 8月底","臺北市/ 其他",－,－,－,－,－
"112年 9月底","臺北市/ 印尼",107,169,196,24869,241
"112年 9月底","臺北市/ 馬來西亞",－,－,－,－,－
"112年 9月底","臺北市/ 菲律賓",8,65,－,5318,231
"112年 9月底","臺北市/ 泰國",4,67,750,37,3
"112年 9月底","臺北市/ 越南",9,645,423,1346,5
"112年 9月底","臺北市/ 蒙古",－,－,－,－,－
"112年 9月底","臺北市/ 其他",－,－,－,－,－
"112年 10月底","臺北市/ 印尼",108,174,220,24973,242
"112年 10月底","臺北市/ 馬來西亞",－,－,－,－,－
"112年 10月底","臺北市/ 菲律賓",7,66,－,5241,238
"112年 10月底","臺北市/ 泰國",4,67,735,37,4
"112年 10月底","臺北市/ 越南",8,669,448,1340,6
"112年 10月底","臺北市/ 蒙古",－,－,－,－,－
"112年 10月底","臺北市/ 其他",－,－,－,－,－
"112年 11月底","臺北市/ 印尼",104,181,274,25064,256
"112年 11月底","臺北市/ 馬來西亞",－,－,－,－,－
"112年 11月底","臺北市/ 菲律賓",7,67,－,5210,243
"112年 11月底","臺北市/ 泰國",3,66,721,39,4
"112年 11月底","臺北市/ 越南",8,682,442,1328,5
"112年 11月底","臺北市/ 蒙古",－,－,－,－,－
"112年 11月底","臺北市/ 其他",－,－,－,－,－
"112年 12月底","臺北市/ 印尼",112,182,319,25079,261
"112年 12月底","臺北市/ 馬來西亞",－,－,－,－,－
"112年 12月底","臺北市/ 菲律賓",6,68,－,5109,235
"112年 12月底","臺北市/ 泰國",3,69,683,38,4
"112年 12月底","臺北市/ 越南",8,698,473,1332,3
"112年 12月底","臺北市/ 蒙古",－,－,－,－,－
"112年 12月底","臺北市/ 其他",－,－,－,－,－
"113年 1月底","臺北市/ 印尼",113,188,360,25427,272
"113年 1月底","臺北市/ 馬來西亞",－,－,－,－,－
"113年 1月底","臺北市/ 菲律賓",5,68,2,5146,239
"113年 1月底","臺北市/ 泰國",3,69,719,40,3
"113年 1月底","臺北市/ 越南",7,710,487,1328,4
"113年 1月底","臺北市/ 蒙古",－,－,－,－,－
"113年 1月底","臺北市/ 其他",－,－,－,－,－
"113年 2月底","臺北市/ 印尼",100,194,368,25471,272
"113年 2月底","臺北市/ 馬來西亞",－,－,－,－,－
"113年 2月底","臺北市/ 菲律賓",5,67,3,5149,236
"113年 2月底","臺北市/ 泰國",3,68,724,41,3
"113年 2月底","臺北市/ 越南",7,702,483,1322,4
"113年 2月底","臺北市/ 蒙古",－,－,－,－,－
"113年 2月底","臺北市/ 其他",－,－,－,－,－
"113年 3月底","臺北市/ 印尼",104,196,484,25535,277
"113年 3月底","臺北市/ 馬來西亞",－,－,－,－,－
"113年 3月底","臺北市/ 菲律賓",5,67,11,5112,233
"113年 3月底","臺北市/ 泰國",2,69,738,37,3
"113年 3月底","臺北市/ 越南",8,698,604,1310,4
"113年 3月底","臺北市/ 蒙古",－,－,－,－,－
"113年 3月底","臺北市/ 其他",－,－,－,－,－
"113年 4月底","臺北市/ 印尼",86,201,731,25479,279
"113年 4月底","臺北市/ 馬來西亞",－,－,－,－,－
"113年 4月底","臺北市/ 菲律賓",4,65,25,5090,237
"113年 4月底","臺北市/ 泰國",2,62,874,37,3
"113年 4月底","臺北市/ 越南",9,708,782,1322,5
"113年 4月底","臺北市/ 蒙古",－,－,－,－,－
"113年 4月底","臺北市/ 其他",－,－,－,－,－
"113年 5月底","臺北市/ 印尼",88,201,865,25687,284
"113年 5月底","臺北市/ 馬來西亞",－,－,－,－,－
"113年 5月底","臺北市/ 菲律賓",4,65,34,5013,244
"113年 5月底","臺北市/ 泰國",2,62,1208,36,3
"113年 5月底","臺北市/ 越南",7,724,841,1320,5
"113年 5月底","臺北市/ 蒙古",－,－,－,－,－
"113年 5月底","臺北市/ 其他",－,－,－,－,－
"113年 6月底","臺北市/ 印尼",94,209,987,25804,289
"113年 6月底","臺北市/ 馬來西亞",－,－,－,－,－
"113年 6月底","臺北市/ 菲律賓",4,66,37,5024,239
"113年 6月底","臺北市/ 泰國",2,62,1386,32,3
"113年 6月底","臺北市/ 越南",8,731,855,1338,5
"113年 6月底","臺北市/ 蒙古",－,－,－,－,－
"113年 6月底","臺北市/ 其他",－,－,－,－,－
"113年 7月底","臺北市/ 印尼",94,215,1061,26099,296
"113年 7月底","臺北市/ 馬來西亞",－,－,－,－,－
"113年 7月底","臺北市/ 菲律賓",3,65,37,5000,241
"113年 7月底","臺北市/ 泰國",2,57,1465,34,3
"113年 7月底","臺北市/ 越南",9,738,906,1331,5
"113年 7月底","臺北市/ 蒙古",－,－,－,－,－
"113年 7月底","臺北市/ 其他",－,－,－,－,－
"113年 8月底","臺北市/ 印尼",94,212,1255,26190,298
"113年 8月底","臺北市/ 馬來西亞",－,－,－,－,－
"113年 8月底","臺北市/ 菲律賓",2,64,39,4954,244
"113年 8月底","臺北市/ 泰國",4,57,1479,33,3
"113年 8月底","臺北市/ 越南",12,744,967,1329,5
"113年 8月底","臺北市/ 蒙古",－,－,－,－,－
"113年 8月底","臺北市/ 其他",－,－,－,－,－
"113年 9月底","臺北市/ 印尼",87,216,1318,26315,298
"113年 9月底","臺北市/ 馬來西亞",－,－,－,－,－
"113年 9月底","臺北市/ 菲律賓",2,65,42,4955,244
"113年 9月底","臺北市/ 泰國",4,59,1578,33,3
"113年 9月底","臺北市/ 越南",10,779,993,1322,5
"113年 9月底","臺北市/ 蒙古",－,－,－,－,－
"113年 9月底","臺北市/ 其他",－,－,－,－,－
"113年 10月底","臺北市/ 印尼",85,223,1367,26422,297
"113年 10月底","臺北市/ 馬來西亞",－,－,－,－,－
"113年 10月底","臺北市/ 菲律賓",3,65,50,4903,246
"113年 10月底","臺北市/ 泰國",4,68,1675,34,3
"113年 10月底","臺北市/ 越南",10,787,1050,1309,7
"113年 10月底","臺北市/ 蒙古",－,－,－,－,－
"113年 10月底","臺北市/ 其他",－,－,－,－,－
"113年 11月底","臺北市/ 印尼",92,226,1471,26529,298
"113年 11月底","臺北市/ 馬來西亞",－,－,－,－,－
"113年 11月底","臺北市/ 菲律賓",4,65,50,4886,250
"113年 11月底","臺北市/ 泰國",4,74,1705,34,3
"113年 11月底","臺北市/ 越南",9,810,1103,1288,7
"113年 11月底","臺北市/ 蒙古",－,－,－,－,－
"113年 11月底","臺北市/ 其他",－,－,－,－,－
"113年 12月底","臺北市/ 印尼",95,231,1498,26552,299
"113年 12月底","臺北市/ 馬來西亞",－,－,－,－,－
"113年 12月底","臺北市/ 菲律賓",4,65,51,4787,246
"113年 12月底","臺北市/ 泰國",4,74,1790,33,3
"113年 12月底","臺北市/ 越南",7,833,1226,1279,8
"113年 12月底","臺北市/ 蒙古",－,－,－,－,－
"113年 12月底","臺北市/ 其他",－,－,－,－,－
"114年 1月底","臺北市/ 印尼",84,236,1544,26575,298
"114年 1月底","臺北市/ 馬來西亞",－,－,－,－,－
"114年 1月底","臺北市/ 菲律賓",4,64,51,4792,252
"114年 1月底","臺北市/ 泰國",4,72,1792,31,3
"114年 1月底","臺北市/ 越南",7,810,1254,1285,7
"114年 1月底","臺北市/ 蒙古",－,－,－,－,－
"114年 1月底","臺北市/ 其他",－,－,－,－,－
"114年 2月底","臺北市/ 印尼",87,240,1550,26644,307
"114年 2月底","臺北市/ 馬來西亞",－,－,－,－,－
"114年 2月底","臺北市/ 菲律賓",4,66,52,4783,253
"114年 2月底","臺北市/ 泰國",4,73,1801,31,3
"114年 2月底","臺北市/ 越南",6,805,1260,1262,5
"114年 2月底","臺北市/ 蒙古",－,－,－,－,－
"114年 2月底","臺北市/ 其他",－,－,－,－,－
"114年 3月底","臺北市/ 印尼",86,249,1567,26508,312
"114年 3月底","臺北市/ 馬來西亞",－,－,－,－,－
"114年 3月底","臺北市/ 菲律賓",4,66,51,4738,250
"114年 3月底","臺北市/ 泰國",4,75,1870,30,3
"114年 3月底","臺北市/ 越南",4,792,1283,1253,4
"114年 3月底","臺北市/ 蒙古",－,－,－,－,－
"114年 3月底","臺北市/ 其他",－,－,－,－,－
"114年 4月底","臺北市/ 印尼",79,246,1645,26546,312
"114年 4月底","臺北市/ 馬來西亞",－,－,－,－,－
"114年 4月底","臺北市/ 菲律賓",4,63,51,4663,247
"114年 4月底","臺北市/ 泰國",4,74,1844,29,3
"114年 4月底","臺北市/ 越南",11,790,1303,1251,5
"114年 4月底","臺北市/ 蒙古",－,－,－,－,－
"114年 4月底","臺北市/ 其他",－,－,－,－,－


"說明：114年4月新增「多元陪伴照顧服務工作」,102年8月底至108年4月底為「外展看護工」。"
