itemvalue1,itemvalue2,itemvalue3,itemvalue4,itemvalue5,itemvalue6,itemvalue7,itemvalue8,itemvalue9,itemvalue10,itemvalue11,itemvalue12,itemvalue13,itemvalue14,itemvalue15,itemvalue16,itemvalue17,itemvalue18,itemvalue19,itemvalue20,itemvalue21,itemvalue22
2015," 新莊區"," 計",5229,3001,391,583,401,43,182,24,94,8,0,35,262,7,38,0,0,0,160
2015," 新莊區"," 男",2386,1413,164,267,184,18,76,7,46,3,0,8,99,3,18,0,0,0,80
2015," 新莊區"," 女",2843,1588,227,316,217,25,106,17,48,5,0,27,163,4,20,0,0,0,80
2015," 新店區"," 計",3377,1757,559,270,182,12,68,16,46,7,0,9,171,5,18,0,0,0,257
2015," 新店區"," 男",1487,804,229,108,71,3,32,3,15,3,0,2,70,0,8,0,0,0,139
2015," 新店區"," 女",1890,953,330,162,111,9,36,13,31,4,0,7,101,5,10,0,0,0,118
2015," 樹林區"," 計",6317,4591,260,362,506,21,129,6,49,6,7,95,133,0,16,0,0,0,136
2015," 樹林區"," 男",3080,2271,101,165,239,7,66,1,30,2,4,51,64,0,10,0,0,0,69
2015," 樹林區"," 女",3237,2320,159,197,267,14,63,5,19,4,3,44,69,0,6,0,0,0,67
2015," 鶯歌區"," 計",2878,1699,258,170,356,52,63,9,30,4,0,7,151,3,24,0,0,0,52
2015," 鶯歌區"," 男",1381,829,122,85,157,30,34,4,8,1,0,4,61,2,10,0,0,0,34
2015," 鶯歌區"," 女",1497,870,136,85,199,22,29,5,22,3,0,3,90,1,14,0,0,0,18
2015," 三峽區"," 計",2793,1925,277,217,133,8,45,9,33,6,0,13,56,6,1,4,0,0,60
2015," 三峽區"," 男",1374,999,106,99,60,2,22,2,13,2,0,7,24,2,0,2,0,0,34
2015," 三峽區"," 女",1419,926,171,118,73,6,23,7,20,4,0,6,32,4,1,2,0,0,26
2015," 淡水區"," 計",1770,882,195,159,312,15,27,1,12,0,3,14,78,0,9,0,0,0,63
2015," 淡水區"," 男",790,398,73,71,152,8,11,0,3,0,2,8,34,0,2,0,0,0,28
2015," 淡水區"," 女",980,484,122,88,160,7,16,1,9,0,1,6,44,0,7,0,0,0,35
2015," 汐止區"," 計",4430,3412,254,189,144,8,48,15,19,5,7,17,95,5,12,0,0,0,200
2015," 汐止區"," 男",2122,1671,109,74,68,3,28,7,10,3,4,8,33,5,5,0,0,0,94
2015," 汐止區"," 女",2308,1741,145,115,76,5,20,8,9,2,3,9,62,0,7,0,0,0,106
2015," 瑞芳區"," 計",1255,1056,26,22,21,4,13,0,3,0,0,2,21,0,2,0,0,0,85
2015," 瑞芳區"," 男",652,556,13,9,9,1,3,0,2,0,0,1,7,0,1,0,0,0,50
2015," 瑞芳區"," 女",603,500,13,13,12,3,10,0,1,0,0,1,14,0,1,0,0,0,35
2015," 土城區"," 計",4230,2932,301,284,215,31,50,16,24,1,1,19,129,3,13,0,0,0,211
2015," 土城區"," 男",2041,1448,131,142,84,11,25,9,10,1,0,7,54,3,3,0,0,0,113
2015," 土城區"," 女",2189,1484,170,142,131,20,25,7,14,0,1,12,75,0,10,0,0,0,98
2015," 蘆洲區"," 計",2077,1302,196,166,87,11,75,6,19,8,2,4,68,4,6,0,0,0,123
2015," 蘆洲區"," 男",970,613,85,87,44,5,37,2,9,4,1,1,23,4,0,0,0,0,55
2015," 蘆洲區"," 女",1107,689,111,79,43,6,38,4,10,4,1,3,45,0,6,0,0,0,68
2015," 五股區"," 計",1779,931,170,237,102,93,47,4,12,7,2,8,110,0,2,0,0,0,54
2015," 五股區"," 男",818,446,69,101,45,43,22,3,5,5,2,4,48,0,1,0,0,0,24
2015," 五股區"," 女",961,485,101,136,57,50,25,1,7,2,0,4,62,0,1,0,0,0,30
2015," 泰山區"," 計",1290,756,116,150,74,47,44,1,15,0,1,0,39,0,9,0,0,0,38
2015," 泰山區"," 男",594,362,50,69,31,21,19,0,6,0,1,0,16,0,5,0,0,0,14
2015," 泰山區"," 女",696,394,66,81,43,26,25,1,9,0,0,0,23,0,4,0,0,0,24
2015," 林口區"," 計",1837,1212,140,189,132,26,21,6,19,0,0,3,21,0,9,0,0,0,59
2015," 林口區"," 男",832,569,43,89,60,15,10,2,7,0,0,1,4,0,4,0,0,0,28
2015," 林口區"," 女",1005,643,97,100,72,11,11,4,12,0,0,2,17,0,5,0,0,0,31
2015," 深坑區"," 計",222,131,20,31,8,1,2,0,5,0,0,0,15,0,3,0,0,0,6
2015," 深坑區"," 男",105,61,11,14,4,1,0,0,2,0,0,0,8,0,2,0,0,0,2
2015," 深坑區"," 女",117,70,9,17,4,0,2,0,3,0,0,0,7,0,1,0,0,0,4
2015," 石碇區"," 計",35,14,10,1,2,0,1,4,0,0,0,0,2,0,0,0,0,0,1
2015," 石碇區"," 男",10,2,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1
2015," 石碇區"," 女",25,12,7,1,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2015," 坪林區"," 計",18,6,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015," 坪林區"," 男",6,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015," 坪林區"," 女",12,4,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015," 三芝區"," 計",318,149,31,78,25,4,13,0,3,0,0,1,12,0,1,0,0,0,1
2015," 三芝區"," 男",151,66,16,39,14,2,7,0,0,0,0,0,6,0,0,0,0,0,1
2015," 三芝區"," 女",167,83,15,39,11,2,6,0,3,0,0,1,6,0,1,0,0,0,0
2015," 石門區"," 計",52,14,9,7,5,0,7,0,4,0,0,0,3,0,0,0,0,0,3
2015," 石門區"," 男",15,6,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1
2015," 石門區"," 女",37,8,7,5,4,0,4,0,4,0,0,0,3,0,0,0,0,0,2
2015," 八里區"," 計",828,443,68,96,89,8,17,3,2,4,3,5,40,2,5,0,0,0,43
2015," 八里區"," 男",402,217,31,45,37,2,8,2,1,3,2,4,18,2,3,0,0,0,27
2015," 八里區"," 女",426,226,37,51,52,6,9,1,1,1,1,1,22,0,2,0,0,0,16
2015," 平溪區"," 計",25,15,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2015," 平溪區"," 男",6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2015," 平溪區"," 女",19,12,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2015," 雙溪區"," 計",14,7,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
2015," 雙溪區"," 男",5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2015," 雙溪區"," 女",9,3,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2015," 貢寮區"," 計",77,38,13,3,12,0,1,2,0,0,0,1,2,0,0,0,0,0,5
2015," 貢寮區"," 男",26,13,4,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2015," 貢寮區"," 女",51,25,9,2,7,0,1,1,0,0,0,1,2,0,0,0,0,0,3
2015," 金山區"," 計",110,55,17,22,2,0,5,0,0,0,0,1,6,0,0,0,0,0,2
2015," 金山區"," 男",44,22,4,10,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2
2015," 金山區"," 女",66,33,13,12,2,0,4,0,0,0,0,1,1,0,0,0,0,0,0
2015," 萬里區"," 計",307,238,17,16,9,3,2,0,1,1,0,6,12,0,0,0,0,0,2
2015," 萬里區"," 男",146,123,6,6,3,2,0,0,0,0,0,4,1,0,0,0,0,0,1
2015," 萬里區"," 女",161,115,11,10,6,1,2,0,1,1,0,2,11,0,0,0,0,0,1
2015," 烏來區"," 計",2792,128,2525,27,33,9,7,8,5,0,0,1,32,0,8,0,0,0,9
2015," 烏來區"," 男",1380,50,1265,14,14,3,1,4,2,0,0,1,15,0,3,0,0,0,8
2015," 烏來區"," 女",1412,78,1260,13,19,6,6,4,3,0,0,0,17,0,5,0,0,0,1
2016," 新北市"," 計",54882,32444,7265,4336,3650,534,1277,196,509,70,51,294,1976,46,259,5,0,0,1970
2016," 新北市"," 男",25541,15546,3168,1971,1650,237,581,76,207,29,27,137,795,27,112,3,0,0,975
2016," 新北市"," 女",29341,16898,4097,2365,2000,297,696,120,302,41,24,157,1181,19,147,2,0,0,995
2016," 板橋區"," 計",4178,2384,404,370,268,43,157,26,33,5,3,29,156,6,36,0,0,0,258
2016," 板橋區"," 男",1816,1060,141,166,127,20,71,13,11,1,0,15,63,4,12,0,0,0,112
2016," 板橋區"," 女",2362,1324,263,204,141,23,86,13,22,4,3,14,93,2,24,0,0,0,146
2016," 三重區"," 計",2291,1187,286,241,203,42,68,14,24,4,7,2,134,3,6,0,0,0,70
2016," 三重區"," 男",1029,539,117,107,96,20,32,1,9,1,4,1,64,2,5,0,0,0,31
2016," 三重區"," 女",1262,648,169,134,107,22,36,13,15,3,3,1,70,1,1,0,0,0,39
2016," 中和區"," 計",2889,1448,469,253,202,33,116,9,32,5,10,8,155,0,25,1,0,0,123
2016," 中和區"," 男",1238,635,198,107,88,10,41,3,9,0,6,6,68,0,13,1,0,0,53
2016," 中和區"," 女",1651,813,271,146,114,23,75,6,23,5,4,2,87,0,12,0,0,0,70
2016," 永和區"," 計",946,367,183,145,103,4,43,4,13,1,0,1,45,1,6,0,0,0,30
2016," 永和區"," 男",373,145,69,69,45,0,15,2,3,0,0,0,11,1,1,0,0,0,12
2016," 永和區"," 女",573,222,114,76,58,4,28,2,10,1,0,1,34,0,5,0,0,0,18
2016," 新莊區"," 計",5271,3041,392,581,410,42,188,27,98,10,5,44,247,7,41,0,0,0,138
2016," 新莊區"," 男",2414,1430,163,264,192,19,79,8,49,4,3,13,99,3,19,0,0,0,69
2016," 新莊區"," 女",2857,1611,229,317,218,23,109,19,49,6,2,31,148,4,22,0,0,0,69
2016," 新店區"," 計",3454,1845,541,263,183,20,71,15,45,7,0,9,178,5,17,0,0,0,255
2016," 新店區"," 男",1520,846,215,104,71,9,33,3,14,3,0,1,73,0,7,0,0,0,141
2016," 新店區"," 女",1934,999,326,159,112,11,38,12,31,4,0,8,105,5,10,0,0,0,114
2016," 樹林區"," 計",6380,4646,265,366,507,23,127,7,50,3,7,99,138,0,19,0,0,0,123
2016," 樹林區"," 男",3111,2310,103,166,236,10,65,1,31,1,3,52,61,0,11,0,0,0,61
2016," 樹林區"," 女",3269,2336,162,200,271,13,62,6,19,2,4,47,77,0,8,0,0,0,62
2016," 鶯歌區"," 計",2895,1718,250,184,354,47,64,9,33,1,0,7,152,3,23,0,0,0,50
2016," 鶯歌區"," 男",1383,829,121,94,158,25,36,4,11,1,0,4,57,2,10,0,0,0,31
2016," 鶯歌區"," 女",1512,889,129,90,196,22,28,5,22,0,0,3,95,1,13,0,0,0,19
2016," 三峽區"," 計",2871,1978,293,218,127,9,50,10,34,7,0,14,62,6,2,4,0,0,57
2016," 三峽區"," 男",1410,1030,105,94,60,3,25,5,14,2,0,7,26,2,1,2,0,0,34
2016," 三峽區"," 女",1461,948,188,124,67,6,25,5,20,5,0,7,36,4,1,2,0,0,23
2016," 淡水區"," 計",1835,925,188,164,306,22,28,1,16,0,3,14,93,0,8,0,0,0,67
2016," 淡水區"," 男",834,426,73,74,153,11,11,0,3,0,2,8,42,0,2,0,0,0,29
2016," 淡水區"," 女",1001,499,115,90,153,11,17,1,13,0,1,6,51,0,6,0,0,0,38
2016," 汐止區"," 計",4502,3449,259,201,153,9,52,19,19,4,8,22,89,6,17,0,0,0,195
2016," 汐止區"," 男",2164,1703,107,82,70,4,29,8,10,3,4,11,32,4,6,0,0,0,91
2016," 汐止區"," 女",2338,1746,152,119,83,5,23,11,9,1,4,11,57,2,11,0,0,0,104
2016," 瑞芳區"," 計",1231,1045,25,22,20,4,14,0,1,0,0,2,21,0,1,0,0,0,76
2016," 瑞芳區"," 男",642,554,12,9,9,1,3,0,1,0,0,1,8,0,1,0,0,0,43
2016," 瑞芳區"," 女",589,491,13,13,11,3,11,0,0,0,0,1,13,0,0,0,0,0,33
2016," 土城區"," 計",4206,2893,328,282,219,32,47,20,25,6,1,19,111,3,16,0,0,0,204
2016," 土城區"," 男",2021,1422,143,141,85,11,25,11,10,4,0,7,42,3,5,0,0,0,112
2016," 土城區"," 女",2185,1471,185,141,134,21,22,9,15,2,1,12,69,0,11,0,0,0,92
2016," 蘆洲區"," 計",2088,1310,206,174,90,11,74,6,20,6,2,4,66,4,7,0,0,0,108
2016," 蘆洲區"," 男",965,607,88,97,45,5,37,2,9,2,1,1,19,4,1,0,0,0,47
2016," 蘆洲區"," 女",1123,703,118,77,45,6,37,4,11,4,1,3,47,0,6,0,0,0,61
2016," 五股區"," 計",1836,979,169,228,111,90,56,4,12,4,1,8,122,0,2,0,0,0,50
2016," 五股區"," 男",846,473,66,99,48,43,29,3,5,2,1,4,49,0,1,0,0,0,23
2016," 五股區"," 女",990,506,103,129,63,47,27,1,7,2,0,4,73,0,1,0,0,0,27
2016," 泰山區"," 計",1295,747,113,147,75,49,41,1,15,0,1,0,58,0,12,0,0,0,36
2016," 泰山區"," 男",613,368,49,71,33,22,18,0,5,0,1,0,25,0,7,0,0,0,14
2016," 泰山區"," 女",682,379,64,76,42,27,23,1,10,0,0,0,33,0,5,0,0,0,22
2016," 林口區"," 計",1860,1215,150,197,128,29,19,6,22,0,0,3,26,0,6,0,0,0,59
2016," 林口區"," 男",840,580,45,88,56,15,8,2,8,0,0,1,7,0,3,0,0,0,27
2016," 林口區"," 女",1020,635,105,109,72,14,11,4,14,0,0,2,19,0,3,0,0,0,32
2016," 深坑區"," 計",225,138,18,27,11,1,1,0,5,0,0,0,15,0,3,0,0,0,6
2016," 深坑區"," 男",104,62,9,13,5,1,0,0,2,0,0,0,8,0,2,0,0,0,2
2016," 深坑區"," 女",121,76,9,14,6,0,1,0,3,0,0,0,7,0,1,0,0,0,4
2016," 石碇區"," 計",34,9,13,4,1,0,1,4,0,0,0,0,1,0,0,0,0,0,1
2016," 石碇區"," 男",12,2,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
2016," 石碇區"," 女",22,7,9,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2016," 坪林區"," 計",21,7,2,7,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016," 坪林區"," 男",7,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016," 坪林區"," 女",14,5,1,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016," 三芝區"," 計",326,159,34,78,25,1,13,0,2,0,0,1,11,0,1,0,0,0,1
2016," 三芝區"," 男",150,73,15,37,11,1,7,0,0,0,0,0,5,0,0,0,0,0,1
2016," 三芝區"," 女",176,86,19,41,14,0,6,0,2,0,0,1,6,0,1,0,0,0,0
2016," 石門區"," 計",55,17,9,6,5,2,7,0,3,0,0,0,4,0,0,0,0,0,2
2016," 石門區"," 男",16,7,2,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1
2016," 石門區"," 女",39,10,7,4,4,2,4,0,3,0,0,0,4,0,0,0,0,0,1
2016," 八里區"," 計",833,449,67,98,87,9,22,3,2,6,3,5,35,2,5,0,0,0,40
2016," 八里區"," 男",413,228,31,47,34,2,11,2,1,5,2,4,15,2,3,0,0,0,26
2016," 八里區"," 女",420,221,36,51,53,7,11,1,1,1,1,1,20,0,2,0,0,0,14
2016," 平溪區"," 計",24,15,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2016," 平溪區"," 男",6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2016," 平溪區"," 女",18,12,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2016," 雙溪區"," 計",16,9,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
2016," 雙溪區"," 男",4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2016," 雙溪區"," 女",12,6,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2016," 貢寮區"," 計",74,35,14,3,12,0,1,2,0,0,0,1,1,0,0,0,0,0,5
2016," 貢寮區"," 男",26,12,5,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,2
2016," 貢寮區"," 女",48,23,9,2,7,0,1,1,0,0,0,1,1,0,0,0,0,0,3
2016," 金山區"," 計",125,59,19,30,2,0,5,0,0,0,0,1,7,0,0,0,0,0,2
2016," 金山區"," 男",51,23,6,14,0,0,1,0,0,0,0,0,5,0,0,0,0,0,2
2016," 金山區"," 女",74,36,13,16,2,0,4,0,0,0,0,1,2,0,0,0,0,0,0
2016," 萬里區"," 計",304,238,18,15,9,3,2,0,1,1,0,0,15,0,0,0,0,0,2
2016," 萬里區"," 男",141,120,7,6,3,2,0,0,0,0,0,0,2,0,0,0,0,0,1
2016," 萬里區"," 女",163,118,11,9,6,1,2,0,1,1,0,0,13,0,0,0,0,0,1
2016," 烏來區"," 計",2817,132,2544,28,36,9,8,9,4,0,0,1,31,0,6,0,0,0,9
2016," 烏來區"," 男",1392,54,1271,15,18,3,2,4,2,0,0,1,13,0,2,0,0,0,7
2016," 烏來區"," 女",1425,78,1273,13,18,6,6,5,2,0,0,0,18,0,4,0,0,0,2
2017," 新北市"," 計",55376,32668,7374,4410,3678,556,1316,207,518,84,46,288,2038,50,282,6,0,0,1855
2017," 新北市"," 男",25760,15635,3206,2038,1655,253,594,84,213,36,22,134,826,29,121,4,0,0,910
2017," 新北市"," 女",29616,17033,4168,2372,2023,303,722,123,305,48,24,154,1212,21,161,2,0,0,945
2017," 板橋區"," 計",4244,2465,423,358,271,30,156,26,32,8,3,30,157,6,33,0,0,0,246
2017," 板橋區"," 男",1844,1098,149,164,126,14,70,12,11,2,0,15,61,4,10,0,0,0,108
2017," 板橋區"," 女",2400,1367,274,194,145,16,86,14,21,6,3,15,96,2,23,0,0,0,138
2017," 三重區"," 計",2371,1205,309,262,216,45,70,16,24,6,7,1,132,6,6,0,0,0,66
2017," 三重區"," 男",1070,552,130,116,99,22,34,3,9,2,4,1,62,4,5,0,0,0,27
2017," 三重區"," 女",1301,653,179,146,117,23,36,13,15,4,3,0,70,2,1,0,0,0,39
2017," 中和區"," 計",2959,1455,488,264,208,46,120,10,41,6,6,7,159,0,29,1,0,0,119
2017," 中和區"," 男",1261,631,206,108,92,18,41,3,13,0,4,6,72,0,17,1,0,0,49
2017," 中和區"," 女",1698,824,282,156,116,28,79,7,28,6,2,1,87,0,12,0,0,0,70
2017," 永和區"," 計",995,384,197,147,104,6,47,2,15,0,2,1,47,1,9,0,0,0,33
2017," 永和區"," 男",398,153,74,71,46,1,18,1,5,0,0,0,12,1,1,0,0,0,15
2017," 永和區"," 女",597,231,123,76,58,5,29,1,10,0,2,1,35,0,8,0,0,0,18
2017," 新莊區"," 計",5334,3101,402,584,404,45,190,27,93,10,5,40,249,7,47,0,0,0,130
2017," 新莊區"," 男",2446,1464,167,265,191,20,78,8,45,5,3,13,97,3,20,0,0,0,67
2017," 新莊區"," 女",2888,1637,235,319,213,25,112,19,48,5,2,27,152,4,27,0,0,0,63
2017," 新店區"," 計",3468,1863,521,276,185,19,68,18,44,8,0,9,195,5,18,0,0,0,239
2017," 新店區"," 男",1544,857,214,116,71,9,33,6,15,4,0,1,81,0,8,0,0,0,129
2017," 新店區"," 女",1924,1006,307,160,114,10,35,12,29,4,0,8,114,5,10,0,0,0,110
2017," 樹林區"," 計",6389,4640,267,377,504,26,130,11,52,3,6,95,144,1,25,0,0,0,108
2017," 樹林區"," 男",3118,2311,101,175,229,13,66,4,31,1,2,51,66,0,14,0,0,0,54
2017," 樹林區"," 女",3271,2329,166,202,275,13,64,7,21,2,4,44,78,1,11,0,0,0,54
2017," 鶯歌區"," 計",2887,1734,243,190,347,43,60,9,31,1,0,7,150,3,23,0,0,0,46
2017," 鶯歌區"," 男",1370,834,111,98,154,23,33,4,11,1,0,4,57,2,10,0,0,0,28
2017," 鶯歌區"," 女",1517,900,132,92,193,20,27,5,20,0,0,3,93,1,13,0,0,0,18
2017," 三峽區"," 計",2913,1978,297,225,135,11,55,10,40,6,0,12,70,6,2,5,0,0,61
2017," 三峽區"," 男",1438,1029,108,100,67,5,27,5,18,2,0,7,29,2,1,3,0,0,35
2017," 三峽區"," 女",1475,949,189,125,68,6,28,5,22,4,0,5,41,4,1,2,0,0,26
2017," 淡水區"," 計",1880,962,192,173,301,17,31,1,16,0,2,16,99,0,8,0,0,0,62
2017," 淡水區"," 男",843,441,74,80,147,8,12,0,3,0,1,9,40,0,2,0,0,0,26
2017," 淡水區"," 女",1037,521,118,93,154,9,19,1,13,0,1,7,59,0,6,0,0,0,36
2017," 汐止區"," 計",4480,3421,269,194,150,9,57,22,17,5,8,22,96,6,18,0,0,0,186
2017," 汐止區"," 男",2138,1674,110,81,67,3,33,10,9,3,4,9,37,4,7,0,0,0,87
2017," 汐止區"," 女",2342,1747,159,113,83,6,24,12,8,2,4,13,59,2,11,0,0,0,99
2017," 瑞芳區"," 計",1244,1059,24,23,21,3,17,0,1,0,0,2,22,0,1,0,0,0,71
2017," 瑞芳區"," 男",642,559,11,9,8,1,4,0,1,0,0,1,8,0,1,0,0,0,39
2017," 瑞芳區"," 女",602,500,13,14,13,2,13,0,0,0,0,1,14,0,0,0,0,0,32
2017," 土城區"," 計",4182,2861,331,285,222,31,53,19,26,9,1,20,117,3,18,0,0,0,186
2017," 土城區"," 男",2010,1413,135,146,89,11,26,11,10,5,0,6,46,3,5,0,0,0,104
2017," 土城區"," 女",2172,1448,196,139,133,20,27,8,16,4,1,14,71,0,13,0,0,0,82
2017," 蘆洲區"," 計",2097,1318,206,176,90,11,79,7,19,10,2,3,69,4,7,0,0,0,96
2017," 蘆洲區"," 男",976,612,91,102,45,5,37,2,9,5,1,0,23,4,1,0,0,0,39
2017," 蘆洲區"," 女",1121,706,115,74,45,6,42,5,10,5,1,3,46,0,6,0,0,0,57
2017," 五股區"," 計",1841,996,163,225,104,104,51,4,12,4,0,6,121,0,2,0,0,0,49
2017," 五股區"," 男",864,488,65,103,47,49,28,3,5,2,0,3,47,0,1,0,0,0,23
2017," 五股區"," 女",977,508,98,122,57,55,23,1,7,2,0,3,74,0,1,0,0,0,26
2017," 泰山區"," 計",1271,737,104,145,73,48,44,1,14,0,1,0,63,0,11,0,0,0,30
2017," 泰山區"," 男",591,354,42,71,31,22,19,0,5,0,1,0,27,0,7,0,0,0,12
2017," 泰山區"," 女",680,383,62,74,42,26,25,1,9,0,0,0,36,0,4,0,0,0,18
2017," 林口區"," 計",1890,1212,157,198,147,33,20,7,23,0,0,6,23,0,9,0,0,0,55
2017," 林口區"," 男",856,579,50,89,64,18,9,2,8,0,0,1,7,0,4,0,0,0,25
2017," 林口區"," 女",1034,633,107,109,83,15,11,5,15,0,0,5,16,0,5,0,0,0,30
2017," 深坑區"," 計",214,126,18,28,11,1,2,0,5,0,0,0,14,0,3,0,0,0,6
2017," 深坑區"," 男",98,55,9,14,5,1,1,0,2,0,0,0,7,0,2,0,0,0,2
2017," 深坑區"," 女",116,71,9,14,6,0,1,0,3,0,0,0,7,0,1,0,0,0,4
2017," 石碇區"," 計",36,11,13,4,1,0,1,4,0,0,0,0,1,0,0,0,0,0,1
2017," 石碇區"," 男",13,3,4,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
2017," 石碇區"," 女",23,8,9,2,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
2017," 坪林區"," 計",17,5,2,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2017," 坪林區"," 男",5,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017," 坪林區"," 女",12,5,1,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017," 三芝區"," 計",350,172,33,86,25,4,15,0,2,0,0,1,8,0,3,0,0,0,1
2017," 三芝區"," 男",161,79,13,40,12,2,8,0,0,0,0,0,6,0,0,0,0,0,1
2017," 三芝區"," 女",189,93,20,46,13,2,7,0,2,0,0,1,2,0,3,0,0,0,0
2017," 石門區"," 計",49,15,9,2,5,2,7,0,3,0,0,0,4,0,0,0,0,0,2
2017," 石門區"," 男",13,6,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1
2017," 石門區"," 女",36,9,7,2,4,2,4,0,3,0,0,0,4,0,0,0,0,0,1
2017," 八里區"," 計",857,452,66,110,89,10,24,3,3,6,3,5,38,2,5,0,0,0,41
2017," 八里區"," 男",416,223,30,55,35,3,11,2,1,4,2,4,16,2,3,0,0,0,25
2017," 八里區"," 女",441,229,36,55,54,7,13,1,2,2,1,1,22,0,2,0,0,0,16
2017," 平溪區"," 計",24,15,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2017," 平溪區"," 男",5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2017," 平溪區"," 女",19,12,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2017," 雙溪區"," 計",20,13,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
2017," 雙溪區"," 男",6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2017," 雙溪區"," 女",14,8,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2017," 貢寮區"," 計",84,39,11,5,14,0,2,2,0,0,0,3,1,0,0,0,0,0,7
2017," 貢寮區"," 男",31,14,3,2,7,0,0,1,0,0,0,2,0,0,0,0,0,0,2
2017," 貢寮區"," 女",53,25,8,3,7,0,2,1,0,0,0,1,1,0,0,0,0,0,5
2017," 金山區"," 計",126,60,22,26,2,0,5,0,0,0,0,1,8,0,0,0,0,0,2
2017," 金山區"," 男",53,22,9,13,0,0,1,0,0,0,0,0,6,0,0,0,0,0,2
2017," 金山區"," 女",73,38,13,13,2,0,4,0,0,0,0,1,2,0,0,0,0,0,0
2017," 萬里區"," 計",296,235,14,16,8,3,2,0,1,1,0,0,15,0,0,0,0,0,1
2017," 萬里區"," 男",138,118,5,7,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0
2017," 萬里區"," 女",158,117,9,9,5,1,2,0,1,1,0,0,12,0,0,0,0,0,1
2017," 烏來區"," 計",2858,134,2587,23,37,9,8,8,4,1,0,1,33,0,5,0,0,0,8
2017," 烏來區"," 男",1412,58,1291,9,18,3,2,4,2,0,0,1,15,0,2,0,0,0,7
2017," 烏來區"," 女",1446,76,1296,14,19,6,6,4,2,1,0,0,18,0,3,0,0,0,1
2018," 新北市"," 計",55607,32812,7431,4409,3691,569,1339,215,515,86,45,285,2094,55,301,11,0,0,1749
2018," 新北市"," 男",25775,15648,3228,2021,1659,257,602,86,209,40,19,132,857,31,127,7,0,0,852
2018," 新北市"," 女",29832,17164,4203,2388,2032,312,737,129,306,46,26,153,1237,24,174,4,0,0,897
2018," 板橋區"," 計",4294,2478,440,373,270,32,156,29,33,4,5,30,169,8,32,0,0,0,235
2018," 板橋區"," 男",1862,1106,148,172,125,15,69,13,12,1,0,15,67,4,9,0,0,0,106
2018," 板橋區"," 女",2432,1372,292,201,145,17,87,16,21,3,5,15,102,4,23,0,0,0,129
2018," 三重區"," 計",2416,1242,309,262,224,48,69,17,21,5,9,1,131,6,9,0,0,0,63
2018," 三重區"," 男",1065,554,127,118,98,23,33,3,8,1,4,1,61,4,5,0,0,0,25
2018," 三重區"," 女",1351,688,182,144,126,25,36,14,13,4,5,0,70,2,4,0,0,0,38
2018," 中和區"," 計",2996,1517,478,265,200,42,120,12,39,7,5,7,159,0,31,1,0,0,113
2018," 中和區"," 男",1259,646,202,102,87,16,42,4,14,2,3,6,70,0,20,1,0,0,44
