itemvalue1,itemvalue2,itemvalue3,itemvalue4,itemvalue5,itemvalue6,itemvalue7,itemvalue8,itemvalue9,itemvalue10,itemvalue11,itemvalue12,itemvalue13,itemvalue14,itemvalue15,itemvalue16,itemvalue17,itemvalue18,itemvalue19,itemvalue20,itemvalue21,itemvalue22
2012," 新店區"," 計",3266,1640,544,262,178,17,61,16,52,0,0,9,150,1,15,-,-,0,321
2012," 新店區"," 男",1420,735,217,98,77,7,26,4,16,0,0,3,63,0,3,-,-,0,171
2012," 新店區"," 女",1846,905,327,164,101,10,35,12,36,0,0,6,87,1,12,-,-,0,150
2012," 樹林區"," 計",6250,4566,265,329,486,16,130,2,48,3,8,90,151,0,14,-,-,0,142
2012," 樹林區"," 男",3008,2247,103,143,209,7,69,1,29,0,4,48,73,0,8,-,-,0,67
2012," 樹林區"," 女",3242,2319,162,186,277,9,61,1,19,3,4,42,78,0,6,-,-,0,75
2012," 鶯歌區"," 計",2669,1548,240,174,336,58,53,7,25,5,0,7,125,3,18,-,-,0,70
2012," 鶯歌區"," 男",1265,739,116,86,143,30,25,3,7,3,0,4,56,2,9,-,-,0,42
2012," 鶯歌區"," 女",1404,809,124,88,193,28,28,4,18,2,0,3,69,1,9,-,-,0,28
2012," 三峽區"," 計",2700,1890,258,223,95,9,42,12,23,5,1,12,56,5,0,-,-,0,69
2012," 三峽區"," 男",1335,973,106,99,49,4,20,3,9,2,0,7,20,2,0,-,-,0,41
2012," 三峽區"," 女",1365,917,152,124,46,5,22,9,14,3,1,5,36,3,0,-,-,0,28
2012," 淡水區"," 計",1588,786,175,141,289,12,19,1,6,0,3,9,64,0,6,-,-,0,77
2012," 淡水區"," 男",718,360,71,68,137,6,9,0,1,0,2,6,26,0,2,-,-,0,30
2012," 淡水區"," 女",870,426,104,73,152,6,10,1,5,0,1,3,38,0,4,-,-,0,47
2012," 汐止區"," 計",4335,3331,229,177,137,9,52,15,17,6,6,15,89,2,6,-,-,0,244
2012," 汐止區"," 男",2085,1627,103,71,63,2,28,8,9,3,3,8,32,2,3,-,-,0,123
2012," 汐止區"," 女",2250,1704,126,106,74,7,24,7,8,3,3,7,57,0,3,-,-,0,121
2012," 瑞芳區"," 計",1162,976,17,20,16,2,14,0,3,0,0,1,14,0,2,-,-,0,97
2012," 瑞芳區"," 男",591,500,8,10,7,1,4,0,1,0,0,0,5,0,1,-,-,0,54
2012," 瑞芳區"," 女",571,476,9,10,9,1,10,0,2,0,0,1,9,0,1,-,-,0,43
2012," 土城區"," 計",4186,2923,257,260,209,41,51,17,21,3,1,19,100,3,19,-,-,0,262
2012," 土城區"," 男",2038,1442,108,140,90,17,24,10,8,1,0,11,42,3,4,-,-,0,138
2012," 土城區"," 女",2148,1481,149,120,119,24,27,7,13,2,1,8,58,0,15,-,-,0,124
2012," 蘆洲區"," 計",2007,1290,170,164,82,6,65,5,14,4,0,2,54,4,4,-,-,0,143
2012," 蘆洲區"," 男",950,618,70,87,43,3,29,1,8,2,0,1,20,4,0,-,-,0,64
2012," 蘆洲區"," 女",1057,672,100,77,39,3,36,4,6,2,0,1,34,0,4,-,-,0,79
2012," 五股區"," 計",1689,858,170,220,113,85,40,4,9,4,2,7,110,0,0,-,-,0,67
2012," 五股區"," 男",788,416,70,99,49,36,22,3,5,2,2,4,50,0,0,-,-,0,30
2012," 五股區"," 女",901,442,100,121,64,49,18,1,4,2,0,3,60,0,0,-,-,0,37
2012," 泰山區"," 計",1244,696,121,144,80,51,36,1,14,0,0,0,46,0,9,-,-,0,46
2012," 泰山區"," 男",576,332,58,63,33,22,18,0,5,0,0,0,21,0,5,-,-,0,19
2012," 泰山區"," 女",668,364,63,81,47,29,18,1,9,0,0,0,25,0,4,-,-,0,27
2012," 林口區"," 計",1664,1061,120,174,123,32,21,5,22,0,0,2,22,0,4,-,-,0,78
2012," 林口區"," 男",760,505,39,76,53,19,14,1,7,0,0,1,5,0,2,-,-,0,38
2012," 林口區"," 女",904,556,81,98,70,13,7,4,15,0,0,1,17,0,2,-,-,0,40
2012," 深坑區"," 計",233,127,22,36,17,2,1,3,3,0,0,0,13,0,3,-,-,0,6
2012," 深坑區"," 男",106,57,9,18,7,1,0,1,1,0,0,0,8,0,2,-,-,0,2
2012," 深坑區"," 女",127,70,13,18,10,1,1,2,2,0,0,0,5,0,1,-,-,0,4
2012," 石碇區"," 計",34,14,13,1,2,0,0,3,0,0,0,0,0,0,0,-,-,0,1
2012," 石碇區"," 男",13,6,4,0,0,0,0,2,0,0,0,0,0,0,0,-,-,0,1
2012," 石碇區"," 女",21,8,9,1,2,0,0,1,0,0,0,0,0,0,0,-,-,0,0
2012," 坪林區"," 計",20,9,3,5,3,0,0,0,0,0,0,0,0,0,0,-,-,0,0
2012," 坪林區"," 男",7,3,1,2,1,0,0,0,0,0,0,0,0,0,0,-,-,0,0
2012," 坪林區"," 女",13,6,2,3,2,0,0,0,0,0,0,0,0,0,0,-,-,0,0
2012," 三芝區"," 計",299,134,30,86,20,1,12,0,2,0,0,2,10,0,1,-,-,0,1
2012," 三芝區"," 男",142,59,14,46,8,1,8,0,0,0,0,1,4,0,0,-,-,0,1
2012," 三芝區"," 女",157,75,16,40,12,0,4,0,2,0,0,1,6,0,1,-,-,0,0
2012," 石門區"," 計",56,18,11,7,2,0,6,0,5,0,0,0,4,0,0,-,-,0,3
2012," 石門區"," 男",22,11,3,2,0,0,3,0,1,0,0,0,1,0,0,-,-,0,1
2012," 石門區"," 女",34,7,8,5,2,0,3,0,4,0,0,0,3,0,0,-,-,0,2
2012," 八里區"," 計",782,396,73,94,80,10,18,3,3,4,3,5,37,2,0,-,-,0,54
2012," 八里區"," 男",380,196,33,43,34,0,7,2,2,3,2,4,17,2,0,-,-,0,35
2012," 八里區"," 女",402,200,40,51,46,10,11,1,1,1,1,1,20,0,0,-,-,0,19
2012," 平溪區"," 計",27,14,8,2,0,0,1,0,0,0,0,0,0,0,0,-,-,0,2
2012," 平溪區"," 男",7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1
2012," 平溪區"," 女",20,11,5,2,0,0,1,0,0,0,0,0,0,0,0,-,-,0,1
2012," 雙溪區"," 計",28,13,12,2,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1
2012," 雙溪區"," 男",11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0
2012," 雙溪區"," 女",17,7,7,2,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1
2012," 貢寮區"," 計",73,41,6,2,13,0,1,2,1,0,0,1,1,0,0,-,-,0,5
2012," 貢寮區"," 男",31,18,1,1,6,0,0,1,1,0,0,0,0,0,0,-,-,0,3
2012," 貢寮區"," 女",42,23,5,1,7,0,1,1,0,0,0,1,1,0,0,-,-,0,2
2012," 金山區"," 計",103,45,16,18,4,0,5,0,0,0,0,1,12,0,0,-,-,0,2
2012," 金山區"," 男",38,18,3,7,1,0,1,0,0,0,0,0,6,0,0,-,-,0,2
2012," 金山區"," 女",65,27,13,11,3,0,4,0,0,0,0,1,6,0,0,-,-,0,0
2012," 萬里區"," 計",287,228,15,19,6,3,1,0,0,1,0,0,12,0,0,-,-,0,2
2012," 萬里區"," 男",141,121,5,7,2,2,0,0,0,0,0,0,3,0,0,-,-,0,1
2012," 萬里區"," 女",146,107,10,12,4,1,1,0,0,1,0,0,9,0,0,-,-,0,1
2012," 烏來區"," 計",2695,130,2421,23,31,7,6,7,8,0,0,1,26,0,4,-,-,0,31
2012," 烏來區"," 男",1333,52,1213,13,12,2,2,4,3,0,0,1,12,0,1,-,-,0,18
2012," 烏來區"," 女",1362,78,1208,10,19,5,4,3,5,0,0,0,14,0,3,-,-,0,13
2013," 新北市"," 計",52892,31174,6969,4114,3482,508,1179,184,474,68,43,273,1840,38,201,-,-,0,2345
2013," 新北市"," 男",24567,14876,3039,1878,1557,215,544,71,196,28,24,136,756,28,78,-,-,0,1141
2013," 新北市"," 女",28325,16298,3930,2236,1925,293,635,113,278,40,19,137,1084,10,123,-,-,0,1204
2013," 板橋區"," 計",4001,2249,420,314,243,32,152,25,41,6,5,33,134,5,27,-,-,0,315
2013," 板橋區"," 男",1743,1000,153,144,112,15,68,11,15,2,1,19,53,4,8,-,-,0,138
2013," 板橋區"," 女",2258,1249,267,170,131,17,84,14,26,4,4,14,81,1,19,-,-,0,177
2013," 三重區"," 計",2124,1055,267,213,204,33,72,14,26,5,5,2,142,4,6,-,-,0,76
2013," 三重區"," 男",913,469,95,95,93,10,35,2,10,1,3,1,61,3,2,-,-,0,33
2013," 三重區"," 女",1211,586,172,118,111,23,37,12,16,4,2,1,81,1,4,-,-,0,43
2013," 中和區"," 計",2704,1388,410,232,188,28,99,12,30,6,6,11,134,2,11,-,-,0,147
2013," 中和區"," 男",1166,625,172,100,78,7,40,3,10,0,4,5,58,2,5,-,-,0,57
2013," 中和區"," 女",1538,763,238,132,110,21,59,9,20,6,2,6,76,0,6,-,-,0,90
2013," 永和區"," 計",909,364,173,119,96,3,42,2,13,0,0,1,47,1,7,-,-,0,41
2013," 永和區"," 男",358,141,68,51,43,0,15,2,4,0,0,0,13,1,2,-,-,0,18
2013," 永和區"," 女",551,223,105,68,53,3,27,0,9,0,0,1,34,0,5,-,-,0,23
2013," 新莊區"," 計",5115,2932,387,587,378,43,163,28,84,10,3,33,251,4,34,-,-,0,178
2013," 新莊區"," 男",2349,1387,154,269,178,18,66,11,42,6,2,10,97,2,15,-,-,0,92
2013," 新莊區"," 女",2766,1545,233,318,200,25,97,17,42,4,1,23,154,2,19,-,-,0,86
2013," 新店區"," 計",3358,1707,545,258,186,21,67,16,51,6,0,9,173,2,14,-,-,0,303
2013," 新店區"," 男",1491,781,222,103,79,9,32,3,16,3,0,3,76,0,4,-,-,0,160
2013," 新店區"," 女",1867,926,323,155,107,12,35,13,35,3,0,6,97,2,10,-,-,0,143
2013," 樹林區"," 計",6314,4575,267,351,526,17,131,1,50,2,8,91,140,0,14,-,-,0,141
2013," 樹林區"," 男",3039,2246,99,160,238,6,68,0,31,0,4,47,64,0,9,-,-,0,67
2013," 樹林區"," 女",3275,2329,168,191,288,11,63,1,19,2,4,44,76,0,5,-,-,0,74
2013," 鶯歌區"," 計",2723,1593,251,175,342,63,52,7,26,2,0,7,118,3,23,-,-,0,61
2013," 鶯歌區"," 男",1294,766,117,86,152,33,24,3,7,1,0,4,52,2,10,-,-,0,37
2013," 鶯歌區"," 女",1429,827,134,89,190,30,28,4,19,1,0,3,66,1,13,-,-,0,24
2013," 三峽區"," 計",2764,1925,267,226,107,10,47,11,28,7,0,14,51,5,2,-,-,0,64
2013," 三峽區"," 男",1364,995,109,100,51,4,23,2,10,2,0,9,19,2,1,-,-,0,37
2013," 三峽區"," 女",1400,930,158,126,56,6,24,9,18,5,0,5,32,3,1,-,-,0,27
2013," 淡水區"," 計",1642,824,186,150,290,12,20,1,6,0,3,10,68,0,7,-,-,0,65
2013," 淡水區"," 男",736,368,77,73,136,6,11,0,1,0,2,6,29,0,2,-,-,0,25
2013," 淡水區"," 女",906,456,109,77,154,6,9,1,5,0,1,4,39,0,5,-,-,0,40
2013," 汐止區"," 計",4402,3402,234,183,132,9,52,15,17,4,7,17,93,3,7,-,-,0,227
2013," 汐止區"," 男",2124,1679,104,72,60,3,30,8,9,3,4,8,31,3,4,-,-,0,106
2013," 汐止區"," 女",2278,1723,130,111,72,6,22,7,8,1,3,9,62,0,3,-,-,0,121
2013," 瑞芳區"," 計",1202,1014,19,23,16,2,14,0,3,0,0,0,19,0,2,-,-,0,90
2013," 瑞芳區"," 男",611,521,9,11,7,1,4,0,1,0,0,0,7,0,1,-,-,0,49
2013," 瑞芳區"," 女",591,493,10,12,9,1,10,0,2,0,0,0,12,0,1,-,-,0,41
2013," 土城區"," 計",4215,2945,279,270,209,38,51,16,20,2,1,21,105,3,20,-,-,0,235
2013," 土城區"," 男",2029,1445,117,137,87,15,23,10,8,1,0,11,42,3,4,-,-,0,126
2013," 土城區"," 女",2186,1500,162,133,122,23,28,6,12,1,1,10,63,0,16,-,-,0,109
2013," 蘆洲區"," 計",2030,1288,185,169,84,10,58,7,12,9,0,4,58,4,4,-,-,0,138
2013," 蘆洲區"," 男",962,616,77,93,42,5,28,1,6,4,0,1,23,4,0,-,-,0,62
2013," 蘆洲區"," 女",1068,672,108,76,42,5,30,6,6,5,0,3,35,0,4,-,-,0,76
2013," 五股區"," 計",1751,907,165,234,113,87,49,4,9,4,2,7,109,0,0,-,-,0,61
2013," 五股區"," 男",814,440,69,103,50,39,25,3,5,2,2,4,47,0,0,-,-,0,25
2013," 五股區"," 女",937,467,96,131,63,48,24,1,4,2,0,3,62,0,0,-,-,0,36
2013," 泰山區"," 計",1240,721,108,146,75,43,36,1,15,0,0,0,49,0,8,-,-,0,38
2013," 泰山區"," 男",576,345,49,65,31,19,17,0,5,0,0,0,24,0,5,-,-,0,16
2013," 泰山區"," 女",664,376,59,81,44,24,19,1,10,0,0,0,25,0,3,-,-,0,22
2013," 林口區"," 計",1747,1122,131,177,126,30,23,5,24,0,0,2,27,0,7,-,-,0,73
2013," 林口區"," 男",784,523,39,79,54,18,15,1,10,0,0,1,7,0,3,-,-,0,34
2013," 林口區"," 女",963,599,92,98,72,12,8,4,14,0,0,1,20,0,4,-,-,0,39
2013," 深坑區"," 計",225,125,25,31,9,2,1,3,3,0,0,0,15,0,3,-,-,0,8
2013," 深坑區"," 男",104,57,11,15,5,1,0,1,1,0,0,0,8,0,2,-,-,0,3
2013," 深坑區"," 女",121,68,14,16,4,1,1,2,2,0,0,0,7,0,1,-,-,0,5
2013," 石碇區"," 計",34,14,12,1,2,0,0,4,0,0,0,0,0,0,0,-,-,0,1
2013," 石碇區"," 男",13,5,4,0,0,0,0,3,0,0,0,0,0,0,0,-,-,0,1
2013," 石碇區"," 女",21,9,8,1,2,0,0,1,0,0,0,0,0,0,0,-,-,0,0
2013," 坪林區"," 計",18,7,2,5,4,0,0,0,0,0,0,0,0,0,0,-,-,0,0
2013," 坪林區"," 男",6,2,1,2,1,0,0,0,0,0,0,0,0,0,0,-,-,0,0
2013," 坪林區"," 女",12,5,1,3,3,0,0,0,0,0,0,0,0,0,0,-,-,0,0
2013," 三芝區"," 計",294,136,32,74,18,4,13,0,2,0,0,1,12,0,1,-,-,0,1
2013," 三芝區"," 男",134,56,15,38,8,2,8,0,0,0,0,0,6,0,0,-,-,0,1
2013," 三芝區"," 女",160,80,17,36,10,2,5,0,2,0,0,1,6,0,1,-,-,0,0
2013," 石門區"," 計",53,17,9,7,3,0,6,0,5,0,0,0,3,0,0,-,-,0,3
2013," 石門區"," 男",17,9,1,2,0,0,3,0,1,0,0,0,0,0,0,-,-,0,1
2013," 石門區"," 女",36,8,8,5,3,0,3,0,4,0,0,0,3,0,0,-,-,0,2
2013," 八里區"," 計",792,404,73,102,77,11,16,3,2,4,3,3,42,2,0,-,-,0,50
2013," 八里區"," 男",381,196,33,51,30,0,7,2,1,3,2,3,18,2,0,-,-,0,33
2013," 八里區"," 女",411,208,40,51,47,11,9,1,1,1,1,0,24,0,0,-,-,0,17
2013," 平溪區"," 計",27,16,6,2,0,0,1,0,0,0,0,0,0,0,0,-,-,0,2
2013," 平溪區"," 男",7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1
2013," 平溪區"," 女",20,12,4,2,0,0,1,0,0,0,0,0,0,0,0,-,-,0,1
2013," 雙溪區"," 計",21,11,7,2,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1
2013," 雙溪區"," 男",6,3,3,0,0,0,0,0,0,0,0,0,0,0,0,-,-,0,0
2013," 雙溪區"," 女",15,8,4,2,0,0,0,0,0,0,0,0,0,0,0,-,-,0,1
2013," 貢寮區"," 計",73,39,9,2,12,0,1,2,0,0,0,1,1,0,0,-,-,0,6
2013," 貢寮區"," 男",27,15,1,1,6,0,0,1,0,0,0,0,0,0,0,-,-,0,3
2013," 貢寮區"," 女",46,24,8,1,6,0,1,1,0,0,0,1,1,0,0,-,-,0,3
2013," 金山區"," 計",110,50,19,18,4,0,4,0,0,0,0,1,12,0,0,-,-,0,2
2013," 金山區"," 男",40,18,4,8,1,0,1,0,0,0,0,0,6,0,0,-,-,0,2
2013," 金山區"," 女",70,32,15,10,3,0,3,0,0,0,0,1,6,0,0,-,-,0,0
2013," 萬里區"," 計",277,214,15,19,8,3,2,0,1,1,0,4,8,0,0,-,-,0,2
2013," 萬里區"," 男",135,112,5,7,3,2,0,0,0,0,0,3,2,0,0,-,-,0,1
2013," 萬里區"," 女",142,102,10,12,5,1,2,0,1,1,0,1,6,0,0,-,-,0,1
2013," 烏來區"," 計",2727,130,2466,24,30,7,7,7,6,0,0,1,29,0,4,-,-,0,16
2013," 烏來區"," 男",1344,52,1229,13,12,2,1,4,3,0,0,1,13,0,1,-,-,0,13
2013," 烏來區"," 女",1383,78,1237,11,18,5,6,3,3,0,0,0,16,0,3,-,-,0,3
2014," 新北市"," 計",53418,31555,7036,4169,3523,499,1222,186,481,79,47,278,1891,41,214,3,0,0,2194
2014," 新北市"," 男",24849,15077,3086,1907,1593,218,555,71,196,33,25,138,769,29,87,2,0,0,1063
2014," 新北市"," 女",28569,16478,3950,2262,1930,281,667,115,285,46,22,140,1122,12,127,1,0,0,1131
2014," 板橋區"," 計",4103,2312,426,335,254,30,149,30,34,7,6,34,157,5,29,0,0,0,295
2014," 板橋區"," 男",1774,1022,151,148,116,16,66,15,13,1,1,18,67,4,8,0,0,0,128
2014," 板橋區"," 女",2329,1290,275,187,138,14,83,15,21,6,5,16,90,1,21,0,0,0,167
2014," 三重區"," 計",2176,1091,260,232,203,35,73,13,24,8,5,2,150,3,3,0,0,0,74
2014," 三重區"," 男",942,485,92,108,96,13,34,2,8,3,3,1,64,2,2,0,0,0,29
2014," 三重區"," 女",1234,606,168,124,107,22,39,11,16,5,2,1,86,1,1,0,0,0,45
2014," 中和區"," 計",2748,1409,424,239,191,26,105,12,30,6,9,8,134,2,16,0,0,0,137
2014," 中和區"," 男",1186,626,179,104,81,8,41,3,9,0,5,6,56,2,10,0,0,0,56
2014," 中和區"," 女",1562,783,245,135,110,18,64,9,21,6,4,2,78,0,6,0,0,0,81
2014," 永和區"," 計",921,370,173,125,103,4,43,4,9,0,0,1,41,1,9,0,0,0,38
2014," 永和區"," 男",363,151,65,55,43,0,15,2,2,0,0,0,10,1,3,0,0,0,16
2014," 永和區"," 女",558,219,108,70,60,4,28,2,7,0,0,1,31,0,6,0,0,0,22
2014," 新莊區"," 計",5172,2998,369,584,384,44,178,28,87,7,3,34,250,6,30,0,0,0,170
2014," 新莊區"," 男",2378,1407,154,271,182,19,73,9,43,5,2,10,99,3,15,0,0,0,86
2014," 新莊區"," 女",2794,1591,215,313,202,25,105,19,44,2,1,24,151,3,15,0,0,0,84
2014," 新店區"," 計",3377,1749,543,261,185,20,71,15,49,8,0,10,174,3,11,0,0,0,278
2014," 新店區"," 男",1499,798,227,105,76,8,35,3,16,4,0,3,73,0,4,0,0,0,147
2014," 新店區"," 女",1878,951,316,156,109,12,36,12,33,4,0,7,101,3,7,0,0,0,131
2014," 樹林區"," 計",6281,4565,271,345,499,17,130,1,55,4,8,93,142,0,14,0,0,0,137
2014," 樹林區"," 男",3053,2251,102,158,237,6,66,0,34,1,4,50,68,0,8,0,0,0,68
2014," 樹林區"," 女",3228,2314,169,187,262,11,64,1,21,3,4,43,74,0,6,0,0,0,69
2014," 鶯歌區"," 計",2709,1581,245,173,343,58,58,5,28,3,0,7,130,3,25,0,0,0,50
2014," 鶯歌區"," 男",1280,757,113,87,152,31,29,2,7,1,0,4,54,2,10,0,0,0,31
2014," 鶯歌區"," 女",1429,824,132,86,191,27,29,3,21,2,0,3,76,1,15,0,0,0,19
2014," 三峽區"," 計",2805,1947,270,229,119,10,45,9,30,7,0,13,53,5,1,3,0,0,64
2014," 三峽區"," 男",1384,1012,106,102,58,4,23,0,11,2,0,8,21,2,0,2,0,0,33
2014," 三峽區"," 女",1421,935,164,127,61,6,22,9,19,5,0,5,32,3,1,1,0,0,31
2014," 淡水區"," 計",1706,845,203,151,299,13,24,1,9,0,3,12,70,0,11,0,0,0,65
2014," 淡水區"," 男",767,385,80,70,145,6,10,0,2,0,2,8,29,0,3,0,0,0,27
2014," 淡水區"," 女",939,460,123,81,154,7,14,1,7,0,1,4,41,0,8,0,0,0,38
2014," 汐止區"," 計",4359,3372,232,180,139,7,51,15,18,6,7,17,91,4,9,0,0,0,211
2014," 汐止區"," 男",2110,1673,101,72,62,3,29,8,9,4,4,8,29,4,5,0,0,0,99
2014," 汐止區"," 女",2249,1699,131,108,77,4,22,7,9,2,3,9,62,0,4,0,0,0,112
2014," 瑞芳區"," 計",1237,1050,20,19,16,2,12,0,3,0,0,2,22,0,2,0,0,0,89
2014," 瑞芳區"," 男",644,553,9,9,8,1,3,0,2,0,0,1,8,0,1,0,0,0,49
2014," 瑞芳區"," 女",593,497,11,10,8,1,9,0,1,0,0,1,14,0,1,0,0,0,40
2014," 土城區"," 計",4233,2947,299,272,217,35,47,16,23,2,1,18,117,3,19,0,0,0,217
2014," 土城區"," 男",2034,1442,132,138,87,15,23,10,9,1,0,7,47,3,4,0,0,0,116
2014," 土城區"," 女",2199,1505,167,134,130,20,24,6,14,1,1,11,70,0,15,0,0,0,101
2014," 蘆洲區"," 計",2022,1283,182,162,84,11,68,6,16,10,0,4,61,4,4,0,0,0,127
2014," 蘆洲區"," 男",944,602,82,86,43,5,32,1,7,4,0,1,20,4,0,0,0,0,57
2014," 蘆洲區"," 女",1078,681,100,76,41,6,36,5,9,6,0,3,41,0,4,0,0,0,70
2014," 五股區"," 計",1764,920,164,237,102,89,50,4,10,5,2,8,113,0,2,0,0,0,58
2014," 五股區"," 男",836,456,69,107,47,40,25,3,5,3,2,4,49,0,1,0,0,0,25
2014," 五股區"," 女",928,464,95,130,55,49,25,1,5,2,0,4,64,0,1,0,0,0,33
2014," 泰山區"," 計",1293,750,119,157,79,45,41,1,15,0,0,0,39,0,9,0,0,0,38
2014," 泰山區"," 男",593,359,50,72,33,20,18,0,6,0,0,0,15,0,5,0,0,0,15
2014," 泰山區"," 女",700,391,69,85,46,25,23,1,9,0,0,0,24,0,4,0,0,0,23
2014," 林口區"," 計",1790,1162,134,190,126,28,20,6,21,0,0,2,26,0,9,0,0,0,66
2014," 林口區"," 男",807,547,40,88,55,15,11,2,8,0,0,1,6,0,4,0,0,0,30
2014," 林口區"," 女",983,615,94,102,71,13,9,4,13,0,0,1,20,0,5,0,0,0,36
2014," 深坑區"," 計",217,128,18,31,9,1,1,3,4,0,0,0,14,0,2,0,0,0,6
2014," 深坑區"," 男",102,59,9,14,5,1,0,1,1,0,0,0,8,0,2,0,0,0,2
2014," 深坑區"," 女",115,69,9,17,4,0,1,2,3,0,0,0,6,0,0,0,0,0,4
2014," 石碇區"," 計",34,14,10,1,2,0,1,5,0,0,0,0,0,0,0,0,0,0,1
2014," 石碇區"," 男",9,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
2014," 石碇區"," 女",25,12,7,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0
2014," 坪林區"," 計",18,6,2,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014," 坪林區"," 男",6,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014," 坪林區"," 女",12,4,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014," 三芝區"," 計",301,143,31,74,18,4,14,0,2,0,0,1,12,0,1,0,0,0,1
2014," 三芝區"," 男",139,63,14,37,8,2,8,0,0,0,0,0,6,0,0,0,0,0,1
2014," 三芝區"," 女",162,80,17,37,10,2,6,0,2,0,0,1,6,0,1,0,0,0,0
2014," 石門區"," 計",47,14,6,7,3,0,7,0,4,0,0,0,3,0,0,0,0,0,3
2014," 石門區"," 男",14,7,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
2014," 石門區"," 女",33,7,5,5,3,0,4,0,4,0,0,0,3,0,0,0,0,0,2
2014," 八里區"," 計",806,424,69,92,89,10,19,3,2,5,3,4,38,2,2,0,0,0,44
2014," 八里區"," 男",391,211,32,44,35,1,9,2,1,4,2,3,16,2,0,0,0,0,29
2014," 八里區"," 女",415,213,37,48,54,9,10,1,1,1,1,1,22,0,2,0,0,0,15
2014," 平溪區"," 計",26,16,6,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2014," 平溪區"," 男",6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2014," 平溪區"," 女",20,13,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2014," 雙溪區"," 計",22,12,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
2014," 雙溪區"," 男",7,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2014," 雙溪區"," 女",15,8,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
2014," 貢寮區"," 計",75,38,12,3,11,0,1,2,0,0,0,1,1,0,0,0,0,0,6
2014," 貢寮區"," 男",28,14,3,1,6,0,0,1,0,0,0,0,0,0,0,0,0,0,3
2014," 貢寮區"," 女",47,24,9,2,5,0,1,1,0,0,0,1,1,0,0,0,0,0,3
2014," 金山區"," 計",111,53,18,20,3,0,4,0,0,0,0,1,10,0,0,0,0,0,2
2014," 金山區"," 男",41,20,4,8,0,0,1,0,0,0,0,0,6,0,0,0,0,0,2
2014," 金山區"," 女",70,33,14,12,3,0,3,0,0,0,0,1,4,0,0,0,0,0,0
2014," 萬里區"," 計",290,226,16,16,9,3,2,0,1,1,0,5,9,0,0,0,0,0,2
2014," 萬里區"," 男",137,113,6,6,3,2,0,0,0,0,0,4,2,0,0,0,0,0,1
2014," 萬里區"," 女",153,113,10,10,6,1,2,0,1,1,0,1,7,0,0,0,0,0,1
2014," 烏來區"," 計",2775,130,2510,24,32,7,7,7,7,0,0,1,31,0,6,0,0,0,13
2014," 烏來區"," 男",1375,53,1257,13,14,2,1,4,3,0,0,1,15,0,2,0,0,0,10
2014," 烏來區"," 女",1400,77,1253,11,18,5,6,3,4,0,0,0,16,0,4,0,0,0,3
2015," 新北市"," 計",54162,31969,7204,4241,3616,509,1240,189,485,74,50,285,1939,45,242,5,0,0,2069
2015," 新北市"," 男",25163,15264,3158,1926,1628,222,561,73,195,31,27,135,793,28,102,3,0,0,1017
2015," 新北市"," 女",28999,16705,4046,2315,1988,287,679,116,290,43,23,150,1146,17,140,2,0,0,1052
2015," 板橋區"," 計",4162,2368,416,345,265,41,156,31,33,4,9,33,147,6,36,0,0,0,272
2015," 板橋區"," 男",1807,1050,146,152,123,21,70,15,11,2,3,17,63,4,12,0,0,0,118
2015," 板橋區"," 女",2355,1318,270,193,142,20,86,16,22,2,6,16,84,2,24,0,0,0,154
2015," 三重區"," 計",2215,1122,287,225,203,37,68,15,22,7,6,2,144,3,4,0,0,0,70
2015," 三重區"," 男",969,497,110,107,96,15,32,3,7,2,3,1,64,2,3,0,0,0,27
2015," 三重區"," 女",1246,625,177,118,107,22,36,12,15,5,3,1,80,1,1,0,0,0,43
2015," 中和區"," 計",2815,1430,456,249,193,30,109,9,26,6,9,8,146,0,18,1,0,0,125
2015," 中和區"," 男",1203,629,190,107,82,9,41,3,6,0,5,6,62,0,10,1,0,0,52
2015," 中和區"," 女",1612,801,266,142,111,21,68,6,20,6,4,2,84,0,8,0,0,0,73
2015," 永和區"," 計",910,355,183,133,101,5,39,4,9,0,0,1,41,1,8,0,0,0,30
2015," 永和區"," 男",361,140,72,61,44,0,13,2,2,0,0,0,12,1,2,0,0,0,12
2015," 永和區"," 女",549,215,111,72,57,5,26,2,7,0,0,1,29,0,6,0,0,0,18
